[ 2026-03-04 13:15:15,672 ] asyncio - DEBUG - Using proactor: IocpProactor
[ 2026-03-04 18:07:30,402 ] botocore.auth - DEBUG - Signature:
3c76db14e3691862fdb55ed1ed96e607a1ea477c699d0c3d29a82a2a28c29cdc
[ 2026-03-04 18:07:30,402 ] botocore.hooks - DEBUG - Event request-created.s3.ListObjects: calling handler <function add_retry_headers at 0x0000012E24F3E0E0>
[ 2026-03-04 18:07:30,402 ] botocore.endpoint - DEBUG - Sending http request: <AWSPreparedRequest stream_output=False, method=GET, url=https://ankan-customer-segmentation-bucket.s3.ap-south-1.amazonaws.com/?prefix=model.pkl&encoding-type=url, headers={'User-Agent': b'Boto3/1.24.84 Python/3.10.11 Windows/10 Botocore/1.27.96 Resource', 'X-Amz-Date': b'20260304T123730Z', 'X-Amz-Content-SHA256': b'e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855', 'Authorization': b'AWS4-HMAC-SHA256 Credential=AKIA5OGYVVGOYWO22LU3/20260304/ap-south-1/s3/aws4_request, SignedHeaders=host;x-amz-content-sha256;x-amz-date, Signature=3c76db14e3691862fdb55ed1ed96e607a1ea477c699d0c3d29a82a2a28c29cdc', 'amz-sdk-invocation-id': b'076f6ec9-0543-4008-a345-75a275639217', 'amz-sdk-request': b'attempt=1'}>
[ 2026-03-04 18:07:30,403 ] botocore.httpsession - DEBUG - Certificate path: C:\Users\ankan\Downloads\Customer-Categorizer\venv\lib\site-packages\certifi\cacert.pem
[ 2026-03-04 18:07:30,403 ] urllib3.connectionpool - DEBUG - Starting new HTTPS connection (1): ankan-customer-segmentation-bucket.s3.ap-south-1.amazonaws.com:443
[ 2026-03-04 18:07:30,622 ] urllib3.connectionpool - DEBUG - https://ankan-customer-segmentation-bucket.s3.ap-south-1.amazonaws.com:443 "GET /?prefix=model.pkl&encoding-type=url HTTP/1.1" 301 None
[ 2026-03-04 18:07:30,626 ] botocore.parsers - DEBUG - Response headers: {'x-amz-bucket-region': 'ap-southeast-2', 'x-amz-request-id': '73VD0Q6WCGNGTC7N', 'x-amz-id-2': 'ugTN/lvuc6DyE7HrFWHvatwO/Wm3dGhg7HeDx0HFYttMK4hfeApamAIyGO+57N2fIVcCYMLSHdeqM6CTeio4c42AAPwRn2Dm', 'Content-Type': 'application/xml', 'Transfer-Encoding': 'chunked', 'Date': 'Wed, 04 Mar 2026 12:37:33 GMT', 'Server': 'AmazonS3'}
[ 2026-03-04 18:07:30,626 ] botocore.parsers - DEBUG - Response body:
b'<?xml version="1.0" encoding="UTF-8"?>\n<Error><Code>PermanentRedirect</Code><Message>The bucket you are attempting to access must be addressed using the specified endpoint. Please send all future requests to this endpoint.</Message><Endpoint>ankan-customer-segmentation-bucket.s3-ap-southeast-2.amazonaws.com</Endpoint><Bucket>ankan-customer-segmentation-bucket</Bucket><RequestId>73VD0Q6WCGNGTC7N</RequestId><HostId>ugTN/lvuc6DyE7HrFWHvatwO/Wm3dGhg7HeDx0HFYttMK4hfeApamAIyGO+57N2fIVcCYMLSHdeqM6CTeio4c42AAPwRn2Dm</HostId></Error>'
[ 2026-03-04 18:07:30,628 ] botocore.hooks - DEBUG - Event needs-retry.s3.ListObjects: calling handler <botocore.retryhandler.RetryHandler object at 0x0000012E256F38B0>
[ 2026-03-04 18:07:30,628 ] botocore.retryhandler - DEBUG - No retry needed.
[ 2026-03-04 18:07:30,629 ] botocore.hooks - DEBUG - Event needs-retry.s3.ListObjects: calling handler <bound method S3RegionRedirector.redirect_from_error of <botocore.utils.S3RegionRedirector object at 0x0000012E256F36D0>>
[ 2026-03-04 18:07:30,629 ] botocore.utils - DEBUG - S3 client configured for region ap-south-1 but the bucket ankan-customer-segmentation-bucket is in region ap-southeast-2; Please configure the proper region to avoid multiple unnecessary redirects and signing attempts.
[ 2026-03-04 18:07:30,629 ] botocore.utils - DEBUG - Updating URI from https://s3.ap-south-1.amazonaws.com/ankan-customer-segmentation-bucket?prefix=model.pkl&encoding-type=url to https://s3.ap-southeast-2.amazonaws.com/ankan-customer-segmentation-bucket?prefix=model.pkl&encoding-type=url
[ 2026-03-04 18:07:30,629 ] botocore.endpoint - DEBUG - Response received to retry, sleeping for 0 seconds
[ 2026-03-04 18:07:30,630 ] botocore.hooks - DEBUG - Event request-created.s3.ListObjects: calling handler <bound method RequestSigner.handler of <botocore.signers.RequestSigner object at 0x0000012E256F20E0>>
[ 2026-03-04 18:07:30,630 ] botocore.hooks - DEBUG - Event choose-signer.s3.ListObjects: calling handler <bound method S3EndpointSetter.set_signer of <botocore.utils.S3EndpointSetter object at 0x0000012E256F3A30>>
[ 2026-03-04 18:07:30,630 ] botocore.hooks - DEBUG - Event choose-signer.s3.ListObjects: calling handler <function set_operation_specific_signer at 0x0000012E24F3C0D0>
[ 2026-03-04 18:07:30,630 ] botocore.hooks - DEBUG - Event before-sign.s3.ListObjects: calling handler <bound method S3EndpointSetter.set_endpoint of <botocore.utils.S3EndpointSetter object at 0x0000012E256F3A30>>
[ 2026-03-04 18:07:30,630 ] botocore.utils - DEBUG - Checking for DNS compatible bucket for: https://s3.ap-southeast-2.amazonaws.com/ankan-customer-segmentation-bucket?prefix=model.pkl&encoding-type=url
[ 2026-03-04 18:07:30,630 ] botocore.utils - DEBUG - URI updated to: https://ankan-customer-segmentation-bucket.s3.ap-southeast-2.amazonaws.com/?prefix=model.pkl&encoding-type=url
[ 2026-03-04 18:07:30,630 ] botocore.auth - DEBUG - Calculating signature using v4 auth.
[ 2026-03-04 18:07:30,631 ] botocore.auth - DEBUG - CanonicalRequest:
GET
/
encoding-type=url&prefix=model.pkl
host:ankan-customer-segmentation-bucket.s3.ap-southeast-2.amazonaws.com
x-amz-content-sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
x-amz-date:20260304T123730Z

host;x-amz-content-sha256;x-amz-date
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
[ 2026-03-04 18:07:30,631 ] botocore.auth - DEBUG - StringToSign:
AWS4-HMAC-SHA256
20260304T123730Z
20260304/ap-southeast-2/s3/aws4_request
df41e1410ae8d6e5c677981a64f8c8109ed230e21837e3cec78e7cb234cdc7b5
[ 2026-03-04 18:07:30,631 ] botocore.auth - DEBUG - Signature:
8841947682beb148e8f81464fb3e4be87fda8b86b4c5e5e8c6fc9c7f137aea34
[ 2026-03-04 18:07:30,631 ] botocore.hooks - DEBUG - Event request-created.s3.ListObjects: calling handler <function add_retry_headers at 0x0000012E24F3E0E0>
[ 2026-03-04 18:07:30,631 ] botocore.endpoint - DEBUG - Sending http request: <AWSPreparedRequest stream_output=False, method=GET, url=https://ankan-customer-segmentation-bucket.s3.ap-southeast-2.amazonaws.com/?prefix=model.pkl&encoding-type=url, headers={'User-Agent': b'Boto3/1.24.84 Python/3.10.11 Windows/10 Botocore/1.27.96 Resource', 'X-Amz-Date': b'20260304T123730Z', 'X-Amz-Content-SHA256': b'e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855', 'Authorization': b'AWS4-HMAC-SHA256 Credential=AKIA5OGYVVGOYWO22LU3/20260304/ap-southeast-2/s3/aws4_request, SignedHeaders=host;x-amz-content-sha256;x-amz-date, Signature=8841947682beb148e8f81464fb3e4be87fda8b86b4c5e5e8c6fc9c7f137aea34', 'amz-sdk-invocation-id': b'076f6ec9-0543-4008-a345-75a275639217', 'amz-sdk-request': b'ttl=20260304T123833Z; attempt=2; max=5'}>
[ 2026-03-04 18:07:30,631 ] botocore.httpsession - DEBUG - Certificate path: C:\Users\ankan\Downloads\Customer-Categorizer\venv\lib\site-packages\certifi\cacert.pem
[ 2026-03-04 18:07:30,632 ] urllib3.connectionpool - DEBUG - Starting new HTTPS connection (1): ankan-customer-segmentation-bucket.s3.ap-southeast-2.amazonaws.com:443
[ 2026-03-04 18:07:31,301 ] urllib3.connectionpool - DEBUG - https://ankan-customer-segmentation-bucket.s3.ap-southeast-2.amazonaws.com:443 "GET /?prefix=model.pkl&encoding-type=url HTTP/1.1" 200 None
[ 2026-03-04 18:07:31,302 ] botocore.parsers - DEBUG - Response headers: {'x-amz-id-2': 'v+6yzDtOUeRVlot9vLfpnEBCDThzvkfq5T9boZiGDdca+ziufE4D7RRKp7Ky9xbxZedx7NOpN88=', 'x-amz-request-id': 'RTJK012FTAH84C2F', 'Date': 'Wed, 04 Mar 2026 12:37:35 GMT', 'x-amz-bucket-region': 'ap-southeast-2', 'Content-Type': 'application/xml', 'Transfer-Encoding': 'chunked', 'Server': 'AmazonS3'}
[ 2026-03-04 18:07:31,302 ] botocore.parsers - DEBUG - Response body:
b'<?xml version="1.0" encoding="UTF-8"?>\n<ListBucketResult xmlns="http://s3.amazonaws.com/doc/2006-03-01/"><Name>ankan-customer-segmentation-bucket</Name><Prefix>model.pkl</Prefix><Marker></Marker><MaxKeys>1000</MaxKeys><EncodingType>url</EncodingType><IsTruncated>false</IsTruncated></ListBucketResult>'
[ 2026-03-04 18:07:31,302 ] botocore.hooks - DEBUG - Event needs-retry.s3.ListObjects: calling handler <botocore.retryhandler.RetryHandler object at 0x0000012E256F38B0>
[ 2026-03-04 18:07:31,303 ] botocore.retryhandler - DEBUG - No retry needed.
[ 2026-03-04 18:07:31,303 ] botocore.hooks - DEBUG - Event needs-retry.s3.ListObjects: calling handler <bound method S3RegionRedirector.redirect_from_error of <botocore.utils.S3RegionRedirector object at 0x0000012E256F36D0>>
[ 2026-03-04 18:07:31,303 ] botocore.utils - DEBUG - S3 request was previously redirected, not redirecting.
[ 2026-03-04 18:07:31,303 ] botocore.hooks - DEBUG - Event after-call.s3.ListObjects: calling handler <function decode_list_object at 0x0000012E24F3D6C0>
[ 2026-03-04 18:07:31,303 ] boto3.resources.factory - DEBUG - Loading s3:ObjectSummary
[ 2026-03-04 18:07:31,303 ] boto3.resources.model - DEBUG - Renaming ObjectSummary attribute key
[ 2026-03-04 18:07:31,304 ] botocore.hooks - DEBUG - Event creating-resource-class.s3.ObjectSummary: calling handler <function lazy_call.<locals>._handler at 0x0000012E26D90670>
[ 2026-03-04 18:07:31,304 ] root - INFO - Result: EvaluateModelResponse(trained_model_f1_score=0.1413894324853229, best_model_f1_score=None, is_model_accepted=True, changed_accuracy=0.1413894324853229, best_model_metric_artifact=None)
[ 2026-03-04 18:07:31,304 ] root - INFO - Model evaluation artifact: ModelEvaluationArtifact(is_model_accepted=True, changed_accuracy=0.1413894324853229, best_model_path='src\\artifact\\03_04_2026_18_07_19\\model_trainer\\trained_model\\model.pkl', trained_model_path='src\\artifact\\03_04_2026_18_07_19\\model_trainer\\trained_model\\model.pkl', best_model_metric_artifact=None)
[ 2026-03-04 18:07:31,305 ] root - INFO - Entered initiate_model_pusher method of ModelTrainer class
[ 2026-03-04 18:07:31,305 ] root - INFO - Uploading artifacts folder to s3 bucket
[ 2026-03-04 18:07:31,305 ] root - INFO - Entered the upload_file method of S3Operations class
[ 2026-03-04 18:07:31,305 ] root - INFO - Uploading src\artifact\03_04_2026_18_07_19\model_trainer\trained_model\model.pkl file to model.pkl file in ankan-customer-segmentation-bucket bucket
[ 2026-03-04 18:07:31,305 ] s3transfer.utils - DEBUG - Acquiring 0
[ 2026-03-04 18:07:31,306 ] s3transfer.tasks - DEBUG - UploadSubmissionTask(transfer_id=0, {'transfer_future': <s3transfer.futures.TransferFuture object at 0x0000012E36E12B90>}) about to wait for the following futures []
[ 2026-03-04 18:07:31,306 ] s3transfer.tasks - DEBUG - UploadSubmissionTask(transfer_id=0, {'transfer_future': <s3transfer.futures.TransferFuture object at 0x0000012E36E12B90>}) done waiting for dependent futures
[ 2026-03-04 18:07:31,307 ] s3transfer.tasks - DEBUG - Executing task UploadSubmissionTask(transfer_id=0, {'transfer_future': <s3transfer.futures.TransferFuture object at 0x0000012E36E12B90>}) with kwargs {'client': <botocore.client.S3 object at 0x0000012E256F3310>, 'config': <boto3.s3.transfer.TransferConfig object at 0x0000012E26A058D0>, 'osutil': <s3transfer.utils.OSUtils object at 0x0000012E26A07040>, 'request_executor': <s3transfer.futures.BoundedExecutor object at 0x0000012E26A05990>, 'transfer_future': <s3transfer.futures.TransferFuture object at 0x0000012E36E12B90>}
[ 2026-03-04 18:07:31,307 ] s3transfer.futures - DEBUG - Submitting task PutObjectTask(transfer_id=0, {'bucket': 'ankan-customer-segmentation-bucket', 'key': 'model.pkl', 'extra_args': {}}) to executor <s3transfer.futures.BoundedExecutor object at 0x0000012E26A05990> for transfer request: 0.
[ 2026-03-04 18:07:31,307 ] s3transfer.utils - DEBUG - Acquiring 0
[ 2026-03-04 18:07:31,308 ] s3transfer.tasks - DEBUG - PutObjectTask(transfer_id=0, {'bucket': 'ankan-customer-segmentation-bucket', 'key': 'model.pkl', 'extra_args': {}}) about to wait for the following futures []
[ 2026-03-04 18:07:31,308 ] s3transfer.tasks - DEBUG - PutObjectTask(transfer_id=0, {'bucket': 'ankan-customer-segmentation-bucket', 'key': 'model.pkl', 'extra_args': {}}) done waiting for dependent futures
[ 2026-03-04 18:07:31,309 ] s3transfer.tasks - DEBUG - Executing task PutObjectTask(transfer_id=0, {'bucket': 'ankan-customer-segmentation-bucket', 'key': 'model.pkl', 'extra_args': {}}) with kwargs {'client': <botocore.client.S3 object at 0x0000012E256F3310>, 'fileobj': <s3transfer.utils.ReadFileChunk object at 0x0000012E36E13100>, 'bucket': 'ankan-customer-segmentation-bucket', 'key': 'model.pkl', 'extra_args': {}}
[ 2026-03-04 18:07:31,309 ] botocore.hooks - DEBUG - Event before-parameter-build.s3.PutObject: calling handler <function validate_ascii_metadata at 0x0000012E24F3D000>
[ 2026-03-04 18:07:31,310 ] botocore.hooks - DEBUG - Event before-parameter-build.s3.PutObject: calling handler <function sse_md5 at 0x0000012E24F3C430>
[ 2026-03-04 18:07:31,310 ] botocore.hooks - DEBUG - Event before-parameter-build.s3.PutObject: calling handler <function convert_body_to_file_like_object at 0x0000012E24F3D900>
[ 2026-03-04 18:07:31,310 ] botocore.hooks - DEBUG - Event before-parameter-build.s3.PutObject: calling handler <function validate_bucket_name at 0x0000012E24F3C3A0>
[ 2026-03-04 18:07:31,310 ] botocore.hooks - DEBUG - Event before-parameter-build.s3.PutObject: calling handler <bound method S3RegionRedirector.redirect_from_cache of <botocore.utils.S3RegionRedirector object at 0x0000012E256F36D0>>
[ 2026-03-04 18:07:31,310 ] botocore.hooks - DEBUG - Event before-parameter-build.s3.PutObject: calling handler <bound method S3ArnParamHandler.handle_arn of <botocore.utils.S3ArnParamHandler object at 0x0000012E256F3FA0>>
[ 2026-03-04 18:07:31,310 ] botocore.hooks - DEBUG - Event before-parameter-build.s3.PutObject: calling handler <function generate_idempotent_uuid at 0x0000012E24F3C1F0>
[ 2026-03-04 18:07:31,310 ] botocore.hooks - DEBUG - Event before-call.s3.PutObject: calling handler <function conditionally_calculate_md5 at 0x0000012E24E0E560>
[ 2026-03-04 18:07:31,311 ] s3transfer.utils - DEBUG - Releasing acquire 0/None
[ 2026-03-04 18:07:31,311 ] botocore.hooks - DEBUG - Event before-call.s3.PutObject: calling handler <function add_expect_header at 0x0000012E24F3C700>
[ 2026-03-04 18:07:31,311 ] botocore.handlers - DEBUG - Adding expect 100 continue header to request.
[ 2026-03-04 18:07:31,311 ] botocore.hooks - DEBUG - Event before-call.s3.PutObject: calling handler <bound method S3RegionRedirector.set_request_url of <botocore.utils.S3RegionRedirector object at 0x0000012E256F36D0>>
[ 2026-03-04 18:07:31,311 ] botocore.utils - DEBUG - Updating URI from https://s3.ap-south-1.amazonaws.com/ankan-customer-segmentation-bucket/model.pkl to https://s3.ap-southeast-2.amazonaws.com/ankan-customer-segmentation-bucket/model.pkl
[ 2026-03-04 18:07:31,311 ] botocore.hooks - DEBUG - Event before-call.s3.PutObject: calling handler <function add_recursion_detection_header at 0x0000012E24F1FE20>
[ 2026-03-04 18:07:31,311 ] botocore.hooks - DEBUG - Event before-call.s3.PutObject: calling handler <function inject_api_version_header_if_needed at 0x0000012E24F3DA20>
[ 2026-03-04 18:07:31,312 ] botocore.endpoint - DEBUG - Making request for OperationModel(name=PutObject) with params: {'url_path': '/ankan-customer-segmentation-bucket/model.pkl', 'query_string': {}, 'method': 'PUT', 'headers': {'User-Agent': 'Boto3/1.24.84 Python/3.10.11 Windows/10 Botocore/1.27.96 Resource', 'Content-MD5': '6yYdaw+r4CAJ5/RWo8d8gQ==', 'Expect': '100-continue'}, 'body': <s3transfer.utils.ReadFileChunk object at 0x0000012E36E13100>, 'url': 'https://s3.ap-southeast-2.amazonaws.com/ankan-customer-segmentation-bucket/model.pkl', 'context': {'client_region': 'ap-south-1', 'client_config': <botocore.config.Config object at 0x0000012E256F2020>, 'has_streaming_input': True, 'auth_type': None, 'signing': {'region': 'ap-southeast-2', 'bucket': 'ankan-customer-segmentation-bucket', 'endpoint': 'https://s3.ap-southeast-2.amazonaws.com'}}}
[ 2026-03-04 18:07:31,312 ] botocore.hooks - DEBUG - Event request-created.s3.PutObject: calling handler <function signal_not_transferring at 0x0000012E21B0B400>
[ 2026-03-04 18:07:31,312 ] botocore.hooks - DEBUG - Event request-created.s3.PutObject: calling handler <bound method RequestSigner.handler of <botocore.signers.RequestSigner object at 0x0000012E256F20E0>>
[ 2026-03-04 18:07:31,312 ] botocore.hooks - DEBUG - Event choose-signer.s3.PutObject: calling handler <bound method S3EndpointSetter.set_signer of <botocore.utils.S3EndpointSetter object at 0x0000012E256F3A30>>
[ 2026-03-04 18:07:31,312 ] botocore.hooks - DEBUG - Event choose-signer.s3.PutObject: calling handler <function set_operation_specific_signer at 0x0000012E24F3C0D0>
[ 2026-03-04 18:07:31,312 ] botocore.hooks - DEBUG - Event before-sign.s3.PutObject: calling handler <bound method S3EndpointSetter.set_endpoint of <botocore.utils.S3EndpointSetter object at 0x0000012E256F3A30>>
[ 2026-03-04 18:07:31,313 ] botocore.utils - DEBUG - Checking for DNS compatible bucket for: https://s3.ap-southeast-2.amazonaws.com/ankan-customer-segmentation-bucket/model.pkl
[ 2026-03-04 18:07:31,313 ] botocore.utils - DEBUG - URI updated to: https://ankan-customer-segmentation-bucket.s3.ap-southeast-2.amazonaws.com/model.pkl
[ 2026-03-04 18:07:31,313 ] botocore.auth - DEBUG - Calculating signature using v4 auth.
[ 2026-03-04 18:07:31,313 ] botocore.auth - DEBUG - CanonicalRequest:
PUT
/model.pkl

content-md5:6yYdaw+r4CAJ5/RWo8d8gQ==
host:ankan-customer-segmentation-bucket.s3.ap-southeast-2.amazonaws.com
x-amz-content-sha256:UNSIGNED-PAYLOAD
x-amz-date:20260304T123731Z

content-md5;host;x-amz-content-sha256;x-amz-date
UNSIGNED-PAYLOAD
[ 2026-03-04 18:07:31,313 ] botocore.auth - DEBUG - StringToSign:
AWS4-HMAC-SHA256
20260304T123731Z
20260304/ap-southeast-2/s3/aws4_request
8a903c740b63dc5776f8d6dc1c0e76efbbd2d25ca60b4541b94c1bfa52af9f00
[ 2026-03-04 18:07:31,313 ] botocore.auth - DEBUG - Signature:
dd1f00e983c564ec186e97e76b4042a6ffe3097de9a94040fa9db88937f90890
[ 2026-03-04 18:07:31,313 ] botocore.hooks - DEBUG - Event request-created.s3.PutObject: calling handler <function signal_transferring at 0x0000012E21B0B490>
[ 2026-03-04 18:07:31,313 ] botocore.hooks - DEBUG - Event request-created.s3.PutObject: calling handler <function add_retry_headers at 0x0000012E24F3E0E0>
[ 2026-03-04 18:07:31,313 ] botocore.endpoint - DEBUG - Sending http request: <AWSPreparedRequest stream_output=False, method=PUT, url=https://ankan-customer-segmentation-bucket.s3.ap-southeast-2.amazonaws.com/model.pkl, headers={'User-Agent': b'Boto3/1.24.84 Python/3.10.11 Windows/10 Botocore/1.27.96 Resource', 'Content-MD5': b'6yYdaw+r4CAJ5/RWo8d8gQ==', 'Expect': b'100-continue', 'X-Amz-Date': b'20260304T123731Z', 'X-Amz-Content-SHA256': b'UNSIGNED-PAYLOAD', 'Authorization': b'AWS4-HMAC-SHA256 Credential=AKIA5OGYVVGOYWO22LU3/20260304/ap-southeast-2/s3/aws4_request, SignedHeaders=content-md5;host;x-amz-content-sha256;x-amz-date, Signature=dd1f00e983c564ec186e97e76b4042a6ffe3097de9a94040fa9db88937f90890', 'amz-sdk-invocation-id': b'd8df8699-0da7-4a36-9bae-5c1bf7284364', 'amz-sdk-request': b'attempt=1', 'Content-Length': '4532'}>
[ 2026-03-04 18:07:31,314 ] botocore.httpsession - DEBUG - Certificate path: C:\Users\ankan\Downloads\Customer-Categorizer\venv\lib\site-packages\certifi\cacert.pem
[ 2026-03-04 18:07:31,315 ] botocore.awsrequest - DEBUG - Waiting for 100 Continue response.
[ 2026-03-04 18:07:31,496 ] botocore.awsrequest - DEBUG - 100 Continue response seen, now sending request body.
[ 2026-03-04 18:07:31,797 ] urllib3.connectionpool - DEBUG - https://ankan-customer-segmentation-bucket.s3.ap-southeast-2.amazonaws.com:443 "PUT /model.pkl HTTP/1.1" 200 0
[ 2026-03-04 18:07:31,798 ] botocore.parsers - DEBUG - Response headers: {'x-amz-id-2': 'ukO1EaphIQ/fVjAk07UBpiWmUa8JLrTlG9j+MyQDK2ANF+WUI2VcZsnIGpuHwMvOSVs7oFGQcTk=', 'x-amz-request-id': 'RTJT4FM7SAXCEE0X', 'Date': 'Wed, 04 Mar 2026 12:37:35 GMT', 'x-amz-server-side-encryption': 'AES256', 'ETag': '"eb261d6b0fabe02009e7f456a3c77c81"', 'x-amz-checksum-crc64nvme': 'fIrdLVFgK/U=', 'x-amz-checksum-type': 'FULL_OBJECT', 'Content-Length': '0', 'Server': 'AmazonS3'}
[ 2026-03-04 18:07:31,798 ] botocore.parsers - DEBUG - Response body:
b''
[ 2026-03-04 18:07:31,798 ] botocore.hooks - DEBUG - Event needs-retry.s3.PutObject: calling handler <botocore.retryhandler.RetryHandler object at 0x0000012E256F38B0>
[ 2026-03-04 18:07:31,798 ] botocore.retryhandler - DEBUG - No retry needed.
[ 2026-03-04 18:07:31,798 ] botocore.hooks - DEBUG - Event needs-retry.s3.PutObject: calling handler <bound method S3RegionRedirector.redirect_from_error of <botocore.utils.S3RegionRedirector object at 0x0000012E256F36D0>>
[ 2026-03-04 18:07:31,799 ] s3transfer.utils - DEBUG - Releasing acquire 0/None
[ 2026-03-04 18:07:31,799 ] root - INFO - Uploaded src\artifact\03_04_2026_18_07_19\model_trainer\trained_model\model.pkl file to model.pkl file in ankan-customer-segmentation-bucket bucket
[ 2026-03-04 18:07:31,800 ] root - INFO - Remove is set to False, not deleted the file
[ 2026-03-04 18:07:31,800 ] root - INFO - Exited the upload_file method of S3Operations class
[ 2026-03-04 18:07:31,800 ] root - INFO - Uploaded artifacts folder to s3 bucket
[ 2026-03-04 18:07:31,800 ] root - INFO - Model pusher artifact: [ModelPusherArtifact(bucket_name='ankan-customer-segmentation-bucket', s3_model_path='model.pkl')]
[ 2026-03-04 18:07:31,800 ] root - INFO - Exited initiate_model_pusher method of ModelTrainer class
[ 2026-03-04 18:07:31,800 ] root - INFO - Exited the run_pipeline method of TrainPipeline class
[ 2026-03-04 18:12:33,347 ] asyncio - DEBUG - Using proactor: IocpProactor
[ 2026-03-04 18:13:56,194 ] asyncio - DEBUG - Using proactor: IocpProactor
[ 2026-03-04 18:17:19,505 ] asyncio - DEBUG - Using proactor: IocpProactor
[ 2026-03-04 18:32:31,658 ] asyncio - DEBUG - Using proactor: IocpProactor
[ 2026-03-04 18:37:16,055 ] asyncio - DEBUG - Using proactor: IocpProactor
[ 2026-03-04 18:37:23,914 ] multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-03-04 18:37:23,914 ] multipart.multipart - DEBUG - Calling on_field_name with data[0:3]
[ 2026-03-04 18:37:23,915 ] multipart.multipart - DEBUG - Calling on_field_data with data[4:6]
[ 2026-03-04 18:37:23,915 ] multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-03-04 18:37:23,915 ] multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-03-04 18:37:23,915 ] multipart.multipart - DEBUG - Calling on_field_name with data[7:16]
[ 2026-03-04 18:37:23,915 ] multipart.multipart - DEBUG - Calling on_field_data with data[17:18]
[ 2026-03-04 18:37:23,915 ] multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-03-04 18:37:23,915 ] multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-03-04 18:37:23,915 ] multipart.multipart - DEBUG - Calling on_field_name with data[19:33]
[ 2026-03-04 18:37:23,915 ] multipart.multipart - DEBUG - Calling on_field_data with data[34:35]
[ 2026-03-04 18:37:23,915 ] multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-03-04 18:37:23,915 ] multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-03-04 18:37:23,916 ] multipart.multipart - DEBUG - Calling on_field_name with data[36:51]
[ 2026-03-04 18:37:23,916 ] multipart.multipart - DEBUG - Calling on_field_data with data[52:53]
[ 2026-03-04 18:37:23,916 ] multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-03-04 18:37:23,916 ] multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-03-04 18:37:23,916 ] multipart.multipart - DEBUG - Calling on_field_name with data[54:62]
[ 2026-03-04 18:37:23,916 ] multipart.multipart - DEBUG - Calling on_field_data with data[63:64]
[ 2026-03-04 18:37:23,916 ] multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-03-04 18:37:23,916 ] multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-03-04 18:37:23,916 ] multipart.multipart - DEBUG - Calling on_field_name with data[65:71]
[ 2026-03-04 18:37:23,916 ] multipart.multipart - DEBUG - Calling on_field_data with data[72:78]
[ 2026-03-04 18:37:23,916 ] multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-03-04 18:37:23,917 ] multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-03-04 18:37:23,917 ] multipart.multipart - DEBUG - Calling on_field_name with data[79:93]
[ 2026-03-04 18:37:23,917 ] multipart.multipart - DEBUG - Calling on_field_data with data[94:99]
[ 2026-03-04 18:37:23,917 ] multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-03-04 18:37:23,917 ] multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-03-04 18:37:23,917 ] multipart.multipart - DEBUG - Calling on_field_name with data[100:116]
[ 2026-03-04 18:37:23,917 ] multipart.multipart - DEBUG - Calling on_field_data with data[117:120]
[ 2026-03-04 18:37:23,917 ] multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-03-04 18:37:23,917 ] multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-03-04 18:37:23,917 ] multipart.multipart - DEBUG - Calling on_field_name with data[121:128]
[ 2026-03-04 18:37:23,918 ] multipart.multipart - DEBUG - Calling on_field_data with data[129:132]
[ 2026-03-04 18:37:23,918 ] multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-03-04 18:37:23,918 ] multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-03-04 18:37:23,918 ] multipart.multipart - DEBUG - Calling on_field_name with data[133:138]
[ 2026-03-04 18:37:23,918 ] multipart.multipart - DEBUG - Calling on_field_data with data[139:142]
[ 2026-03-04 18:37:23,918 ] multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-03-04 18:37:23,918 ] multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-03-04 18:37:23,918 ] multipart.multipart - DEBUG - Calling on_field_name with data[143:149]
[ 2026-03-04 18:37:23,918 ] multipart.multipart - DEBUG - Calling on_field_data with data[150:153]
[ 2026-03-04 18:37:23,918 ] multipart.multipart - DEBUG - Calling on_field_end with no data
